"slug","name","alternate_name","city","district","category","google_rating","google_reviews_count","price_level","work_friendly","group_friendly","late_night","family_friendly","indoor_seating","outdoor_seating","parking","specialty_coffee","desserts","official_instagram","phone","hours_summary","editorial_summary","confidence","status","last_verified_at","source_notes","sector","canonical_name_ar","canonical_name_en","short_address","branch_group","branch_label","reference_url","quietness","crowd_level","place_personality","best_visit_time","why_choose_it","not_for_whom","duplicate_of","archive_reason"
"mrsul-cafe-buraidah","مستر سول","mrsul.sa","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح أضعف قليلًا لكنه اسم فعلي جديد ومفيد لرفع الشمول العددي.","low","discovered","","Expansion Round 15 deep search push from local roundup result tagging @mrsul.sa under Buraidah cafes coverage; retained with low confidence","cafes","مستر سول","mrsul.sa","بريدة","mrsul-cafe","main","https://www.instagram.com/p/DJ7oC9cI89r/","unknown","unknown","","","","","",""
"barbuca-cafe-buraidah","باربوكا","Barbuca","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح جديد منخفض الثقة نسبيًا، لكنه قد يمثل اسمًا محليًا غير ملتقط بعد.","low","discovered","","Expansion Round 15 deep search push from local roundup snippet where Namq post also tags @barbuca in Buraidah context","cafes","باربوكا","Barbuca","بريدة","barbuca-cafe","main","https://www.instagram.com/reel/DVKNfHxiJhz/","unknown","unknown","","","","","",""
"bid-cafe-opening-buraidah","بيد كافيه","BID Cafe","بريدة","النهضة","مقهى / قهوة مختصة",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","unknown","","","","تفصيلة افتتاح مرتبطة بسجل بيد القائم، لذا سُجلت كمكرر معلوماتي بدل سجل مستقل.","medium","duplicate","","Expansion Round 15 deep search push from image/snippet mentioning opening of BID Cafe in Al Nahdah; linked to existing bid-cafe","cafes","بيد كافيه","BID Cafe","حي النهضة، بريدة","bid-cafe","nahdah-opening","https://www.google.com/search?q=%22%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%AC%D8%AF%D9%8A%D8%AF+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+site:instagram.com","unknown","unknown","","","","","bid-cafe","Opening/detail variant of existing bid-cafe record"
"sum-cafe-qurtubah-buraidah-2","SUM Cafe","sumcafe.sa","بريدة","قرطبة","كافيه",,,"unknown","unknown","yes","unknown","unknown","yes","yes","unknown","unknown","unknown","","","","إضافة مفيدة لأن النتيجة تعطي الحي مع وصف الجلسات الداخلية والخارجية.","medium","discovered","","Expansion Round 15 deep search push from Qassim roundup explicitly mentioning Sum Cafe in Qurtubah, Buraidah with indoor/outdoor seating","cafes","SUM Cafe","SUM Cafe","حي قرطبة، بريدة","sum-cafe","qurtubah-2","https://www.instagram.com/p/DTeDU-YCCQu/","unknown","unknown","","","","","",""
"namq-cafe-buraidah-2","نمق كافيه","namq_cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","إعادة ظهور لنمق في محتوى تجميعي؛ حُفظ كمكرر رابط لا كسجل جديد فعلي.","medium","duplicate","","Expansion Round 15 deep search push surfaced another Namq mention; recorded as duplicate for linkage only","cafes","نمق كافيه","Namq Cafe","بريدة","namq-cafe","main-2","https://www.instagram.com/reel/DVKNfHxiJhz/","unknown","unknown","","","","","namq-cafe-buraidah","Same Namq Cafe surfaced again in roundup content"
"lets-bake-cafe-buraidah","ليتس بيك كافيه","Lets Bake Cafe","بريدة","غير متحقق","كافيه / بيكري",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","اسم جديد فعلي ظهر في سياق كافيهات بريدة، ويستحق الدخول coverage-first.","medium","discovered","","Expansion Round 16 deep search push 2 from roundup snippet explicitly mentioning letsbake.sa in Buraidah cafe context","cafes","ليتس بيك كافيه","Lets Bake Cafe","بريدة","lets-bake-cafe","main","https://www.instagram.com/p/C-s7bP3o4rH/","unknown","unknown","","","","","",""
"attractive-cafe-buraidah","أتراكتف","attractive","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح أضعف لكنه اسم جديد محتمل داخل مشهد كافيهات بريدة.","low","discovered","","Expansion Round 16 deep search push 2 from local roundup snippet tagging attractive in Buraidah cafe context; retained low confidence","cafes","أتراكتف","attractive","بريدة","attractive-cafe","main","https://www.instagram.com/p/C-s7bP3o4rH/","unknown","unknown","","","","","",""
"half-million-rahab-2022-link","هاف مليون","Half Million","بريدة","الرحاب","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","رابط معلوماتي إضافي لفرع الرحاب القائم، لا سجل مستقل جديد.","medium","duplicate","","Expansion Round 16 deep search push 2 found another clear Rahab/Omar mention; stored as duplicate info carrier","cafes","هاف مليون","Half Million","حي الرحاب، طريق عمر بن الخطاب","half-million","rahab-2022-link","https://www.instagram.com/p/CeGnUfWoBX7/","unknown","unknown","","","","","half-million-rahab-omar-buraidah","Linking duplicate for existing Rahab/Omar Half Million record"
"eighty-plus-ufuq-buraidah","EIGHTY +","80plus","بريدة","الأفق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح فرعي جديد لـ 80+ في الأفق؛ احتُفظ به كتعارض فرعي بدل إسقاطه.","medium","branch_conflict","","Expansion Round 16 deep search push 2 from local roundup snippet explicitly mentioning 80plus in Al Ufuq, Buraidah; retained as branch_conflict against existing Uthman-axis record","cafes","EIGHTY +","EIGHTY +","حي الأفق، بريدة","eighty-cafe","ufuq","https://www.instagram.com/p/CdhAC5IIgg8/","unknown","unknown","","","","","",""
"barhah-cafe-buraidah","بُرهة كافيه","Barhah Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح خفيف لكنه اسم فعلي قد يساعد في اصطياد مزيد من الشبكة المحلية لاحقًا.","low","discovered","","Expansion Round 16 deep search push 2 from snippet mentioning a nearby opening beside Barhah Cafe; retained as low-confidence discovered anchor","cafes","بُرهة كافيه","Barhah Cafe","بريدة","barhah-cafe","main","https://www.google.com/search?q=%22%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%AC%D8%AF%D9%8A%D8%AF+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+site:instagram.com","unknown","unknown","","","","","",""
"pause-cafe-buraidah","Pause Cafe","Pause","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح جديد منخفض الثقة لكن قد يمثل اسمًا فعليًا لمقهى محلي لم نلتقطه سابقًا.","low","discovered","","Expansion Round 16 deep search push 2 from image/snippet mentioning Pause near Barhah Cafe in Buraidah context; retained as low-confidence discovered","cafes","Pause Cafe","Pause Cafe","بريدة","pause-cafe","main","https://www.google.com/search?q=%22%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%AC%D8%AF%D9%8A%D8%AF+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+site:instagram.com","unknown","unknown","","","","","",""
"thulah-cafe-buraidah","ثُلة كافيه","Thulah Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح إضافي منخفض الثقة ضمن استراتيجية دفع التغطية العددية للأسماء الأقل ظهورًا.","low","discovered","","Expansion Round 16 deep search push 2 from snippet mentioning Thulah Cafe in nearby results orbiting Buraidah cafe openings; retained low confidence","cafes","ثُلة كافيه","Thulah Cafe","بريدة","thulah-cafe","main","https://www.google.com/search?q=%22%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%AC%D8%AF%D9%8A%D8%AF+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+site:instagram.com","unknown","unknown","","","","","",""
"eficto-cafe-buraidah","افيكتو","Eficto","بريدة","غير متحقق","مطعم / كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","أُدخل بصفة coverage لأن الإشارة مختلطة لكن الاسم والموقع الفعليان موجودان.","low","discovered","","Expansion Round 16 deep search push 2 from local roundup result naming Eficto on Uthman bin Affan in Buraidah; retained despite mixed restaurant/cafe signal","cafes","افيكتو","Eficto","شارع عثمان بن عفان، بريدة","eficto-cafe","uthman-bin-affan","https://www.instagram.com/p/C69x_6oo87b/","unknown","unknown","","","","","",""
"silka-coffee-buraidah","سيلكا","Silka Coffee","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح جديد واضح نسبيًا من نتائج الفيديوهات القصيرة لبريدة.","medium","discovered","","Expansion Round 17 deep search push 3 from short-video result explicitly mentioning @silkacoffee as a new Buraidah cafe","cafes","سيلكا","Silka Coffee","بريدة","silka-coffee","main","https://www.instagram.com/reel/DT7dumkDTNF/","unknown","unknown","","","","","",""
"nakhla-cafe-buraidah","نخلا","Nakhla Cafe","بريدة","رواق / جنوب بريدة","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","yes","unknown","unknown","unknown","","","","إضافة مهمة لأنها تغطي جنوب بريدة وحي رواق باسم كافيه واضح.","medium","discovered","","Expansion Round 17 deep search push 3 from short-video result explicitly mentioning Nakhla in Riwaq district, South Buraidah","cafes","نخلا","Nakhla Cafe","حي رواق، جنوب بريدة","nakhla-cafe","riwaq-south","https://www.instagram.com/reel/DRNwyl8CMWb/","unknown","unknown","","","","","",""
"brosel-cafe-buraidah","بروسل","Brosel Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد بمرجعية موقع مختصر وواضح على محور مهم داخل بريدة.","medium","discovered","","Expansion Round 17 deep search push 3 from short-video result explicitly mentioning Brosel on Uthman bin Affan, North Buraidah","cafes","بروسل","Brosel Cafe","شارع عثمان بن عفان، شمال بريدة","brosel-cafe","uthman-north","https://www.instagram.com/reel/DFKnp7bosFS/","unknown","unknown","","","","","",""
"bakeroll-cafe-buraidah","بيك رول","Bake Roll","بريدة","غير متحقق","كافيه / بيكري",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","مرشح جديد ظاهر بوضوح في سياق كافيهات/حلويات بريدة.","medium","discovered","","Expansion Round 17 deep search push 3 from short-video result explicitly mentioning bakeroll_sa in Buraidah context","cafes","بيك رول","Bake Roll","بريدة","bakeroll-cafe","main","https://www.instagram.com/reel/DQpG7z2iBrr/","unknown","unknown","","","","","",""
"rashf-cafe-second-branch-buraidah","رشف كافيه","Rashf Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","yes","unknown","unknown","unknown","unknown","unknown","unknown","","","24 ساعة مرجّحة من السجلات المرتبطة","فرع إضافي محتمل لرشف داخل بريدة؛ أُدخل كتعارض فرعي حتى لا نفقده.","medium","branch_conflict","","Expansion Round 17 deep search push 3 from short-video result explicitly mentioning second Rashf branch in Buraidah; retained as branch_conflict pending exact branch map","cafes","رشف كافيه","Rashf Cafe","بريدة","rashf-cafe","second-branch-buraidah","https://www.instagram.com/reel/DLxsaX7tXkJ/","unknown","unknown","","","","","",""
"akmi-cafe-buraidah","أكمي","Akmi","بريدة","غير متحقق","مطعم / كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح جديد مختلط الإشارة لكنه ما يزال داخل نطاق جمع التغطية الواسع.","low","discovered","","Expansion Round 17 deep search push 3 from short-video result mentioning Akmi as a new Buraidah venue; kept despite mixed restaurant/cafe signal","cafes","أكمي","Akmi","طريق غير متحقق، بريدة","akmi-cafe","main","https://www.instagram.com/reel/C7KkO6CLiB0/","unknown","unknown","","","","","",""
"luxury-picks-cafe-buraidah","Luxury Picks","Luxury Picks","بريدة","البساتين","كافيه / حلا",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","مرشح شرقي جديد قد يكون أقرب للحلا/الكوفي، لكنه مناسب لجولة التغطية الواسعة.","low","discovered","","Expansion Round 17 deep search push 3 from short-video result mentioning Luxury Picks in Al Basatin, East Buraidah; retained as low-confidence dessert-cafe candidate","cafes","Luxury Picks","Luxury Picks","حي البساتين، شرق بريدة","luxury-picks-cafe","bastatin-east","https://www.instagram.com/reel/DGi_I_vIzdi/","unknown","unknown","","","","","",""
"heaven-cafe-qurtubah","هڤن كافية","Heaven Cafe","بريدة","غير متحقق","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم ظهر في نتائج جديد بريدة ومقتطفات الويب، وأُضيف كالتقاط تغطية أولي بانتظار تثبيت أوضح للفرع.","medium","discovered","","Expansion Round 18 Deep Search Push 4 from Google SERP featured snippet/TikTok title path; added as coverage-first candidate","cafes","هڤن كافية","Heaven Cafe","حي قرطبة","heaven-cafe","qurtubah","https://www.google.com/search?q=%D9%87%DA%A4%D9%86+%D9%83%D8%A7%D9%81%D9%8A%D8%A9+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9","unknown","unknown","غير متحقق","","مرشح جديد ظهر عبر مسار بحث عميق غير تقليدي.","من يريد سجلًا موثقًا بعمق الآن.","",""
"ajai-cafe","اجاي","Ajai","بريدة","غير متحقق","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","ورد الاسم داخل قائمة مقتطفات بحث محلية لكوفيهات بريدة، لذلك أُضيف كإشارة تغطية أولية لا كتحقق نهائي.","low","discovered","","Expansion Round 18 Deep Search Push 4 from Google SERP local snippet list; added as low-confidence coverage-first candidate","cafes","اجاي","Ajai","غير متحقق","ajai-cafe","main","https://www.google.com/search?q=%D8%A7%D8%AC%D8%A7%D9%8A+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9","unknown","unknown","غير متحقق","","اسم صغير منخفض الظهور من مسار البحث العميق.","من يريد ثقة عالية فورية.","",""
"al-ramlah-cafe","كوفي الرمله","Al Ramlah Cafe","بريدة","غير متحقق","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","التقاط تغطية أولي لاسم ظهر في نتائج الويب المحلية المرتبطة بكوفيهات بريدة.","low","discovered","","Expansion Round 18 Deep Search Push 4 from Google SERP local snippet list; added as low-confidence coverage-first candidate","cafes","كوفي الرمله","Al Ramlah Cafe","غير متحقق","al-ramlah-cafe","main","https://www.google.com/search?q=%D9%83%D9%88%D9%81%D9%8A+%D8%A7%D9%84%D8%B1%D9%85%D9%84%D9%87+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9","unknown","unknown","غير متحقق","","اسم غير متكرر في الماستر وظهر في مسار اكتشاف عميق.","من يريد بيانات تشغيلية مكتملة الآن.","",""
"hintah-cafe","كافيه حنطه","Hintah Cafe","بريدة","غير متحقق","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم صغير ظهر في قائمة نتائج جديدة/محلية لبريدة، وأُبقي كسجل تغطية خفيف لحين التثبيت.","low","discovered","","Expansion Round 18 Deep Search Push 4 from Google SERP local snippet list; added as low-confidence coverage-first candidate","cafes","كافيه حنطه","Hintah Cafe","غير متحقق","hintah-cafe","main","https://www.google.com/search?q=%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%AD%D9%86%D8%B7%D9%87+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9","unknown","unknown","غير متحقق","","يساعد على التقاط الأطراف الأقل ظهورًا من السوق.","من يريد سجلاً موثقًا بالكامل.","",""
"fern-cafe","كافيه فيرن","Fern Cafe","بريدة","غير متحقق","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","ورد ضمن قائمة أسماء محلية صغيرة في نتائج البحث العميق الخاصة بجديد بريدة.","low","discovered","","Expansion Round 18 Deep Search Push 4 from Google SERP local snippet list; added as low-confidence coverage-first candidate","cafes","كافيه فيرن","Fern Cafe","غير متحقق","fern-cafe","main","https://www.google.com/search?q=%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D9%81%D9%8A%D8%B1%D9%86+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9","unknown","unknown","غير متحقق","","مرشح جديد غير موجود سابقًا في الماستر.","من يحتاج عنوانًا وحيًا مؤكدين الآن.","",""
"athbah-cafe","كوفي عذبه","Athbah Cafe","بريدة","غير متحقق","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","سجل تغطية أولي لاسم ظهر في نتائج محلية سريعة تخص كوفيهات بريدة.","low","discovered","","Expansion Round 18 Deep Search Push 4 from Google SERP local snippet list; added as low-confidence coverage-first candidate","cafes","كوفي عذبه","Athbah Cafe","غير متحقق","athbah-cafe","main","https://www.google.com/search?q=%D9%83%D9%88%D9%81%D9%8A+%D8%B9%D8%B0%D8%A8%D9%87+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9","unknown","unknown","غير متحقق","","يخدم توسعة الذيل الطويل للأسماء الصغيرة.","من يريد تحققًا نهائيًا الآن.","",""
"audi-cafe","كافي اودي","Audi Cafe","بريدة","غير متحقق","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم مرصود عبر لائحة مقتطفات الويب المحلية، وحُفظ كسجل اكتشاف أولي بانتظار مصدر أقوى.","low","discovered","","Expansion Round 18 Deep Search Push 4 from Google SERP local snippet list; added as low-confidence coverage-first candidate","cafes","كافي اودي","Audi Cafe","غير متحقق","audi-cafe","main","https://www.google.com/search?q=%D9%83%D8%A7%D9%81%D9%8A+%D8%A7%D9%88%D8%AF%D9%8A+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9","unknown","unknown","غير متحقق","","اسم جديد بالكامل ضمن مسار الاكتشاف العميق.","من يريد سجلًا غنيًا أو موثقًا الآن.","",""
"canto-alnahdah","كانتو كافية","Canto Cafe","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","ظهر كافتتاح/فرع قريب لكانتو في حي النهضة ببريدة عبر فيديو قصير حديث، لكن الاسم الأساسي موجود مسبقًا بعدة صيغ وفروع لذا أُدخل كتعارض فروع لا كاسم جديد مستقل.","medium","branch_conflict","","Expansion Round 19 Deep Search Push 5 from Google->TikTok snippet: ""قريباً.. كانتو كافية #بريدة حي النهضة""; added as branch_conflict because Canto already exists in master with multiple branch variants","cafes","كانتو كافية","Canto Cafe","حي النهضة","canto","alnahdah","https://www.google.com/search?q=site%3Atiktok.com+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%A7%D9%81%D8%AA%D8%AA%D8%A7%D8%AD","unknown","unknown","غير متحقق","","مرشح فرع جديد محتمل داخل شبكة كانتو في بريدة.","من يريد تمييزًا نهائيًا بين الفروع دون تحقق إضافي.","",""
"jomo-cafe-buraidah","جومو كافيه","Jomo Cafe","بريدة","غير متحقق","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم ظهر داخل مقتطف فيديو قصير مرتبط بمسار كوفيهات بريدة، ويبدو كاسم مستقل غير موجود في الماستر حتى الآن.","low","discovered","","Expansion Round 20 Deep Search Push 6 neighborhood sweep from Google->TikTok snippet around Buraidah neighborhoods; name surfaced alongside local cafe mentions, not found in master","cafes","جومو كافيه","Jomo Cafe","غير متحقق","jomo-cafe","main","https://www.google.com/search?q=site%3Atiktok.com+%22%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+%22%D8%AD%D9%8A%22+%22%D9%83%D8%A7%D9%81%D9%8A%D9%87%22","unknown","unknown","غير متحقق","","اسم جديد مرصود في مسار Neighborhood Sweep الكثيف.","من يريد تحقق عنوان نهائي الآن.","",""
"athar-cafe-sultanah","كوفي أثر","Athar Cafe","بريدة","حي سلطانة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","ظهر بصيغة واضحة في فيديو قصير: جديد بريدة، كوفي أثر في حي سلطانة.","medium","discovered","","Expansion Round 20 Deep Search Push 6 from Google->TikTok snippet: ""جديد بريدة: كوفي أثر في حي سلطانة""; not found in master","cafes","كوفي أثر","Athar Cafe","حي سلطانة","athar-cafe","sultanah","https://www.google.com/search?q=site%3Atiktok.com+%22%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+%22%D8%AD%D9%8A%22+%22%D9%83%D8%A7%D9%81%D9%8A%D9%87%22","unknown","unknown","غير متحقق","","مرشح قوي نسبيًا بسبب اقتران الاسم بالحي مباشرة.","من يحتاج صفحات رسمية مؤكدة حاليًا.","",""
"nadr-cafe-sultanah","قهوة ندر","Nadr Cafe","بريدة","حي سلطانة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","الاسم ظهر داخل مقتطف نصي مصاحب لنتيجة حي سلطانة، ويبدو كاسم صغير محلي غير موجود في الماستر.","low","discovered","","Expansion Round 20 Deep Search Push 6 from TikTok-associated snippet mentioning ""قهوة ندر"" with Sultanah/Buraidah context; not found in master","cafes","قهوة ندر","Nadr Cafe","حي سلطانة","nadr-cafe","sultanah","https://www.google.com/search?q=site%3Atiktok.com+%22%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+%22%D8%AD%D9%8A%22+%22%D9%83%D8%A7%D9%81%D9%8A%D9%87%22","unknown","unknown","غير متحقق","","التقاط اسم long-tail صغير من مسار أحياء بريدة.","من يريد تحققًا عاليًا الآن.","",""
"mlt-cafe-buraidah","MLT Cafe","MLT Cafe","بريدة","حي البساتين","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم مختصر ظهر في مقتطف كافيهات جديدة في حي البساتين ببريدة.","low","discovered","","Expansion Round 20 Deep Search Push 6 from Google->TikTok snippet for Al Basatin neighborhood mentioning cafe mlt; not found in master","cafes","ام ال تي كافيه","MLT Cafe","حي البساتين","mlt-cafe","albasatin","https://www.google.com/search?q=site%3Atiktok.com+%22%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+%22%D8%AD%D9%8A%22+%22%D9%83%D8%A7%D9%81%D9%8A%D9%87%22","unknown","unknown","غير متحقق","","مرشح جديد غير موجود في الماستر مع إشارة حي واضحة.","من يريد اسمًا عربيًا موحدًا نهائيًا الآن.","",""
"m-dee-cafe-buraidah","M Dee Cafe","M Dee Cafe","بريدة","حي البساتين","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","التقط كاسم ضمن مقطع/مقتطف عن كافيهات حي البساتين في بريدة.","low","discovered","","Expansion Round 20 Deep Search Push 6 from Google->TikTok snippet for Al Basatin neighborhood mentioning cafe m dee; not found in master","cafes","ام دي كافيه","M Dee Cafe","حي البساتين","m-dee-cafe","albasatin","https://www.google.com/search?q=site%3Atiktok.com+%22%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+%22%D8%AD%D9%8A%22+%22%D9%83%D8%A7%D9%81%D9%8A%D9%87%22","unknown","unknown","غير متحقق","","يساعد على تكثيف تغطية الأسماء الصغيرة المرتبطة بحي محدد.","من يريد تحققًا نهائيًا للتهجئة.","",""
"ims-cafe-buraidah","IMS Cafe","IMS Cafe","بريدة","حي البساتين","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم إنجليزي قصير ظهر ضمن مجموعة كافيهات البساتين في مقتطف فيديو محلي.","low","discovered","","Expansion Round 20 Deep Search Push 6 from Google->TikTok snippet for Al Basatin neighborhood mentioning IMS coffee/cafe; not found in master","cafes","اي ام اس كافيه","IMS Cafe","حي البساتين","ims-cafe","albasatin","https://www.google.com/search?q=site%3Atiktok.com+%22%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+%22%D8%AD%D9%8A%22+%22%D9%83%D8%A7%D9%81%D9%8A%D9%87%22","unknown","unknown","غير متحقق","","مرشح جديد بالكامل من مسار الأحياء.","من يريد درجة ثقة مرتفعة جدًا.","",""
"olow-cafe-buraidah","Olow Cafe","Olow Cafe","بريدة","حي البساتين","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم ظهر كسجل صغير ضمن كافيهات حي البساتين في بريدة داخل مقتطف فيديو محلي.","low","discovered","","Expansion Round 20 Deep Search Push 6 from Google->TikTok snippet for Al Basatin neighborhood mentioning Olow coffee/cafe; not found in master","cafes","أولو كافيه","Olow Cafe","حي البساتين","olow-cafe","albasatin","https://www.google.com/search?q=site%3Atiktok.com+%22%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9%22+%22%D8%AD%D9%8A%22+%22%D9%83%D8%A7%D9%81%D9%8A%D9%87%22","unknown","unknown","غير متحقق","","يضيف اسمًا صغيرًا غير حاضر في الماستر.","من يريد تحققًا أقوى للإملاء النهائي.","",""
"sahb-cafe-alnahdah","صحب كافيه","Sahb Cafe","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم محلي قوي ظهر مع قرينة مكانية واضحة في حي النهضة عبر أكثر من مقتطف محلي/خرائط.","medium","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: DuckDuckGo/Yango/Joaan snippets indicated Sahb Cafe in Al Nahdah, Abu Bakr Al Siddiq / Uthman bin Affan area","cafes","صحب كافيه","Sahb Cafe","طريق أبو بكر الصديق / حي النهضة","sahb-cafe","alnahdah","https://duckduckgo.com/?q=%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%AD%D9%8A+%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9+%D9%83%D8%A7%D9%81%D9%8A%D9%87","unknown","unknown","غير متحقق","","من أقوى مرشحي الجولة الجديدة بسبب اقتران الاسم بالحي والطريق.","من يريد تحققًا تشغيليًا كاملاً الآن.","",""
"the-field-alnahdah","ذا فيلد","The Field","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح جديد من عنقود حي النهضة مع إشارة إلى طريق عثمان بن عفان.","low","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: The Field surfaced in Al Nahdah / Uthman bin Affan snippets","cafes","ذا فيلد","The Field","طريق عثمان بن عفان","the-field","alnahdah","https://duckduckgo.com/?q=%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%AD%D9%8A+%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9+%D9%83%D8%A7%D9%81%D9%8A%D9%87","unknown","unknown","غير متحقق","","اسم غير موجود في الماستر ويظهر ضمن كتلة محلية موثوقة نسبيًا.","من يريد يقينًا عاليًا على نوع المكان أو البراند.","",""
